KOD INDEKSU	NAZWA INDEKSU	"KMS
(magazyn)"	CENA	WARTOŚĆ
TM-35-00-1083	NAPĘD WIBRORYNNY VR-01-00-006	1.0	19883.66015625	19883.66015625
TM-45-00-3998	OŚ WAŁU TAŚMY ODBIORU KUPER	1.0	600.0	600.0
TM-45-00-2546	TRZPIEŃ L=70 3-010-02-4000	10.0	20.3799991607666	203.8000030517578
TM-45-00-3050	PROWADNICA OBRZEŻA 3-048-06-6460 KUPER	2.0	549.1400146484375	1098.280029296875
TM-45-00-3051	PROWADNICA OBRZEŻA 3-048-06-6451 KUPER	2.0	646.9600219726562	1293.9200439453125
TM-45-00-3308	UCHWYT 3-015-08-3070 HOMAG kuper	2.0	4291.4599609375	8582.919921875
TM-45-00-4212	PROWADNICA 3-048-06-7200	4.0	253.0500030517578	1012.2000122070312
TM-45-00-4293	OKŁADZINA 3-005-02-2390	4.0	385.17999267578125	1540.72998046875
TM-45-00-4294	OKŁADZINA 3-005-02-2151	4.0	395.19000244140625	1580.760009765625
TM-45-00-4299	PROWADNICA 3-048-06-6470	6.0	319.2200012207031	1915.3199462890625
TM-05-00-0540	SPRZĘGŁO JEDNOKIERUNKOWE 6205/2-2RS	1.0	290.3999938964844	290.3999938964844
TM-35-00-0049	Koło łańcuchowe napinające 10.10.14.08 INA 	10.0	83.0	830.0
TM-45-00-3793	PIERŚCIEŃ DYSTANS. A25 D25 4-012-04-0021	6.0	26.770000457763672	160.6199951171875
TM-45-00-2946	WAŁ 3-003-23-6830	1.0	2354.199951171875	2354.199951171875
TM-45-00-3850	KLOC USTALAJĄCY KUPER 3-041-11-4140	5.0	219.74000549316406	1098.699951171875
TM-45-00-3851	KOŁEK SPRĘŻYSTY 1481 3X16 4-004-11-0002	5.0	0.12999999523162842	0.6499999761581421
TM-10-10-0438	SIŁOWNIK SPECJALNY D25 H60 G1/8SK220 4-035-02-0003 kuper	5.0	407.489990234375	2037.43994140625
TM-10-15-0255	PIERŚCIEŃ USZCZELNIAJĄCY 6005 Z AV D=25	16.0	9.149999618530273	146.39999389648438
TM-10-15-0296	PIERŚCIEŃ USZCZ. 4-012-02-0053	100.0	1.9199999570846558	192.0
TM-10-15-0631	TŁOK L=91,5	3.0	286.0	858.0
TM-10-15-1089	PIERŚCIEŃ USZCZELNIAJĄCY 4-012-02-0425 KUPER	10.0	18.270000457763672	182.6999969482422
TM-45-00-4229	RURA 3-005-18-5851	2.0	167.11000061035156	334.2200012207031
TM-05-00-1709	TULEJA H=25 3-012-02-9870 MOSIĘŻNA KUPER	8.0	105.2300033569336	841.8400268554688
TM-05-00-1710	TULEJA H=20 3-012-02-8970 MOSIEZNA KUPER	1.0	110.83000183105469	110.83000183105469
TM-05-00-1716	POKRYWA MOSIĘŻNA GARNKA 3-011-12-2920 KUPER	3.0	1317.6300048828125	3952.889892578125
TM-10-15-0201	PIERŚCIEŃ USZCZELNIAJĄCY 25x32x4,84-012-01-0408 HOMAG	11.0	156.8800048828125	1725.6500244140625
TM-35-00-0831	PRZEKŁANIA NP015S-MF1 4-065-02-0443 KUPER	2.0	2252.659912109375	4505.31005859375
TM-35-00-1007	PRZEKŁAD NP025S-MF1-10-1C1 4-065-02-0439	1.0	2488.43994140625	2488.43994140625
TM-45-00-0913	PROWADZENIE OBRZEŻA GARN 2-006-51-5351 P	4.0	470.45001220703125	1881.800048828125
TM-45-00-0914	TRZEWIK PROWADZĄCY PRAWY 2-006-51-5351 HOMAG KUPER	3.0	624.0399780273438	1872.1199951171875
TM-45-00-1253	ZGARNIACZ PRAWY 2-006-04-2550	10.0	394.4800109863281	3944.820068359375
TM-45-00-2699	WAŁEK 50 T=1,15 3-001-23-6380 kuper	2.0	3011.10009765625	6022.2001953125
TM-45-00-3045	ZGARNIAK Q50 KH 65 NUT 3-006-04-1400 kuper	1.0	1047.260009765625	1047.260009765625
TM-45-00-3046	ZGARNIAK Q50/75 KH 65 3-006-04-1370 KUPER	1.0	858.0700073242188	858.0700073242188
TM-45-00-3381	TRZEWIK PROWADZĄCY 2-006-21-1400 	1.0	829.3200073242188	829.3200073242188
TM-45-00-3382	TRZEWIK PROWADZĄCY 2-006-22-1400 	3.0	830.3200073242188	2490.9599609375
TM-45-00-4311	PROWADZENIE OBRZEŻA GARN 2-006-52-5351 P	4.0	470.45001220703125	1881.800048828125
TM-40-00-0002	Płytka łańcucha 65 SHORE PA 6.6	37.0	48.18000030517578	1782.6600341796875
TM-45-00-1026	PROWADNICA LINIOWA KUVE 15 L=340 HOMAG	2.0	6571.31005859375	13142.6201171875
TM-35-00-0828	KOŁO NA PAS KLIN. KF 2-212-01-0012 KUPR	1.0	3149.550048828125	3149.550048828125
TM-45-00-3161	WAŁ 3-008-23-8550	4.0	194.2100067138672	776.8400268554688
TM-45-00-0026	SPRZĘGŁO  3-014-11-1131 agregatu  KUPER L37	14.0	164.16000366210938	2298.239990234375
TM-45-00-0049	Sprężyna gazowa H=50 L=171 400N 4-010-04-0126	10.0	146.08999633789062	1460.9200439453125
TM-45-00-0920	PIERŚCIEŃ 3-003-18-5360 l10	2.0	183.72999572753906	367.4599914550781
TM-45-00-1245	ZGARNIACZ 3-005-01-0620	10.0	13.819999694824219	138.1999969482422
TM-45-00-1583	ŚRUBA POC. TOCZ. DO=12 P=2 4-006-07-0451 kuper	3.0	1011.5499877929688	3034.64990234375
TM-45-00-1610	AGREGAT FREZUJĄCY L37 KE NFL26 02-2320	1.0	9866.1103515625	9866.1103515625
TM-45-00-1905	SPRZĘGŁO M.HSK25R 3-014-11-1450	8.0	709.3900146484375	5675.1201171875
TM-45-00-3117	KOŁEK D6X83 3-021-19-2960 KUPER	5.0	126.37999725341797	631.9000244140625
TM-45-00-3118	ROLKA AGREGATU FREZUJĄCEGO  D=62,9 2-055-05-1970 KUPER	2.0	431.57000732421875	863.1400146484375
TM-45-00-3119	KLAMRA USTALAJĄCA 2-055-05-2910 KUPER	11.0	473.42999267578125	5207.7099609375
TM-45-00-3868	ZGARNIAK B=10 3-005-01-2540	20.0	40.81999969482422	816.4000244140625
TM-45-00-4194	POWIERZCHNIA PODPOROWA 3-010-01-0231	8.0	144.33999633789062	1154.719970703125
TM-45-00-4302	SZYNA 3-007-19-4040	4.0	647.3400268554688	2589.340087890625
TM-45-00-4303	SZYNA PRAWA 3-039-19-0390	2.0	1313.489990234375	2626.97998046875
TM-45-00-4304	NÓŻ 3-002-13-2921	1.0	3111.969970703125	3111.969970703125
TM-45-00-4305	NÓŻ 3-002-13-2931	1.0	2283.43994140625	2283.43994140625
TM-45-00-4312	SZYNA LEWA 3-039-19-0380	2.0	1156.739990234375	2313.47998046875
TM-45-00-2583	TRZPIEŃ 3-021-02-5200 	1.0	167.2899932861328	167.2899932861328
TM-45-00-3028	BLOKADA KAPÓWKI WK03 2-011-01-1342 KUPER	2.0	5085.27978515625	10170.5595703125
TM-45-00-3852	OGRANICZNIK HK01 2-011-01-1140	1.0	2901.469970703125	2901.469970703125
TM-45-00-3853	OGRANICZNIK HK01 2-011-01-1150	1.0	3107.2099609375	3107.2099609375
TM-05-00-0534	ŁOŻYSKO HRW27CA1SS THK KUPER	3.0	536.260009765625	1608.780029296875
TM-10-15-0059	Prowadnica liniowa SR 15 L= 164 4-006-10-1513	8.0	1417.81005859375	11342.48046875
TM-35-00-0735	KOŁO ZĘBATE Z=20 3-001-26-4490	1.0	481.0299987792969	481.0299987792969
TM-35-00-0736	LISTWA ZĘBATA L=185 3-002-26-0990	1.0	2009.22998046875	2009.22998046875
TM-45-00-1528	PROWADNICA LINIOWA KUVE20WUGW1G3V2 4-006-10-3771 kuper l10	1.0	1450.0799560546875	1450.0799560546875
TM-45-00-3592	SWORZEŃ PODP 16/5,0X8/10,0 4-005-18-0004	2.0	71.04000091552734	142.0800018310547
TM-45-00-3593	TULEJA D=11 3-008-08-0960 AGREGATU ABS	4.0	74.05999755859375	296.239990234375
TM-45-00-3834	WAŁ D=16 L= 130 3-009-23-0010	2.0	63.939998626708984	127.87999725341797
TM-45-00-3835	PROWADNICA 3-047-06-9721	2.0	2256.969970703125	4513.93017578125
TM-35-00-0998	KOŁO ŁAŃCUCHOWE B=70 Z10 2-209-01-3070	2.0	7995.9501953125	15991.900390625
TM-10-10-0444	SIŁOWNIK D32 H320 SLN032.0320 BEZTŁOCZYSKOWY KUPER	2.0	2135.449951171875	4270.89990234375
TM-45-00-1584	ŚRUBA POC. TOCZ. DO=12 P=2 4-006-07-0452	2.0	1120.9200439453125	2241.840087890625
TM-45-00-3820	ROLKA GUMOWA D=25X44MM 3-047-18-1841	8.0	240.75999450683594	1926.0799560546875
TM-45-00-4067	ROLKA D=35 H=40 2-007-47-0790	7.0	748.0700073242188	5236.490234375
TM-05-00-2108	ŁOŻYSKO 6004-Z T9H 4-006-01-0062	1.0	215.0399932861328	215.0399932861328
TM-05-00-2112	ŁOŻYSKO 6002 Z TBH	4.0	131.5500030517578	526.2000122070312
TM-05-00-2113	ŁOŻYSKO 6004 Z TBH	6.0	271.8500061035156	1631.0999755859375
TM-10-15-0963	ZESTAW NAPRAWCZY SIŁOWNIKA SLN 032.0320 KUPER	1.0	594.6900024414062	594.6900024414062
TM-45-00-1417	SPRĘŻYNA TALERZOWA 39,6X29,5X0,40 4-01-002-0032 KUPER	10.0	19.799999237060547	198.0
TM-45-00-1421	SPRZĘGŁO GŁOWIUCY FORM FREZA 3-014-11-1430 KUPER L37	10.0	515.760009765625	5157.60009765625
TM-45-00-1814	TULEJA SPECJALNA 3-008-08-2840 	5.0	140.3000030517578	701.5
TM-45-00-3345	MOCOWANIE ODCIĄGU TROCIN AGREGATY 3-013-02-3601 (JARZMO)	1.0	495.32000732421875	495.32000732421875
TM-45-00-3346	OSŁONA FREZA 2-055-05-3141 AGREGATU FREZUJĄCEGO kupeR	3.0	735.02001953125	2205.050048828125
TM-45-00-3347	OSŁONA FREZA AGREGATU FREZUJACEGO KUPER2-055-05-3152	1.0	731.72998046875	731.72998046875
TM-45-00-4233	ZŁĄCZE SPRZĘGŁA 3-014-11-1070	8.0	231.5500030517578	1852.4000244140625
TM-45-00-4247	SPRĘŻYNA TALERZOWA K 6002 4-010-02-0082	30.0	4.550000190734863	136.5
TM-10-15-0761	TŁOK TYGLA KLEJ. 3-012-11-1371 KUPER L10	3.0	796.8400268554688	2390.52001953125
TM-45-00-0301	ZGARNIACZ TYP 91-950-107.5-T60-NB 111-70 4-012-05-0019 kuper l10	5.0	184.9499969482422	924.75
TM-45-00-3826	PROWADNICA 3-046-06-1850 KUPER	6.0	545.9000244140625	3275.39990234375
TM-45-00-3856	PROWADNICA 3-046-06-1860 KUPER	5.0	537.5900268554688	2687.949951171875
TM-45-00-4325	KLOC 3-041-11-6410	1.0	4013.719970703125	4013.719970703125
TM-55-00-0135	PIERŚCIEŃ OSADCZY ROZPR. BR 115X2,5 TM-55-00-0135 L10 KUPER	2.0	9.5	19.0
TM-55-00-0451	NAKRĘTKA 3-006-13-5610 L10 KUPER	9.0	91.25	821.22998046875
TM-55-00-0453	PIERŚCIEŃ WYTAPIACZA 3-003-18-7700 KUPER	4.0	1000.3200073242188	4001.280029296875
TM-55-00-0553	PODKŁADKA 14X20X1,0 ST2 4-003-05-0010	10.0	0.30000001192092896	3.0
TM-35-00-0529	PRZEKŁADNIA PLANET ELP64 I4  4-065-02-0038 EISELE	3.0	2917.3701171875	8752.1103515625
TM-45-00-4172	TULEJA PRZEKŁADNIGARNKA 3-008-08-3990	2.0	225.35000610351562	450.70001220703125
TM-45-00-4243	BLOKADA OBRZEŻA	18.0	60.0	1080.0
TM-55-00-0502	ŚRUBA DRĄŻONA G1/8 X 27 4-011-01-0097	8.0	8.430000305175781	67.44000244140625
TM-10-15-0878	PIERŚCIEŃ USZCZELNIAJĄCY 4-012-02-0169	47.0	0.20999999344348907	9.869999885559082
TM-10-15-1057	PIERŚCIEŃ 18,20X25,26X3,53 4-012-06-0050	18.0	8.029999732971191	144.5399932861328
TM-10-15-1058	TŁOK 3-012-11-1360	18.0	75.19000244140625	1353.4200439453125
TM-45-00-1819	ZDERZAK PRAWY  3-026-01-0333 Homag	5.0	539.530029296875	2697.64990234375
TM-45-00-2002	CZŁON ZWISCHENGLIED 2-209-23-0280	14.0	218.91000366210938	3064.739990234375
TM-45-00-2003	TRZPIEŃ 3-022-02-7700	60.0	29.739999771118164	1784.4000244140625
TM-45-00-2938	OGRANICZNIK KPL.  2-011-05-1833 	1.0	3164.0400390625	3164.0400390625
TM-45-00-3386	SWORZEŃ ZABIERAKA 2-209-13-9570	10.0	175.89999389648438	1759.0
TM-45-00-3889	CZŁON Z PROWADZENIEM 2-209-23-0270	2.0	219.1300048828125	438.260009765625
TM-45-00-4189	PŁYTA 3-013-16-7120	24.0	13.8100004196167	331.44000244140625
TM-55-00-0466	ŚRUBA ZABIERAKA M8X10 3-013-19-0280	10.0	65.95999908447266	659.5999755859375
TM-35-00-0829	KOŁO NA PAS KLIN. 2-212-33-0020 KUPER	1.0	3268.5400390625	3268.5400390625
TM-45-00-0212	WAŁEK PRZEGUBOW D=25 L=240 2-214-11-0360	3.0	768.9099731445312	2306.72998046875
TM-45-00-3418	DŹWIGNIA WYBIJANIA ZABIERAKÓW EN-GJL-250 4-060-04-0574	4.0	113.44000244140625	453.760009765625
TM-15-00-0688	PAS PŁASKI L4900 4-007-20-0107	2.0	1066.0899658203125	2132.169921875
TM-45-00-4211	REWOLWER 8-FACH M8X1 2-045-02-1050	1.0	8166.3701171875	8166.3701171875
TM-05-00-2172	TULEJA 3-008-08-3980	4.0	555.3300170898438	2221.320068359375
TM-45-00-3163	CZŁON GĄSIENICY PRAWY 10735209  ima	1.0	1308.9599609375	1308.9599609375
TM-45-00-3748	TULEJA NAPĘDOWA D=16/D=20 3-011-22-0480 KUPER	5.0	379.1499938964844	1895.77001953125
TM-45-00-3966	KORBA GN 923.3-125-B14-R-SW	1.0	127.19999694824219	127.19999694824219
TM-45-00-4163	TARCZA KOLUMNY NOŻYC 3-009-19-0600	4.0	103.0999984741211	412.3999938964844
TM-45-00-4164	PŁYTA KOLUMNY NOŻYC 3-055-16-9310	4.0	122.20999908447266	488.8399963378906
TM-45-00-4063	SMAROWNICA VGAE 501-301-024 KUPER	2.0	635.0	1270.0
TM-35-00-0644	ŚRUBA TR20x4 M8X1 L=45 3-047-19-0151 	5.0	106.2300033569336	531.1699829101562
TM-45-00-3864	ZAWIESZENIE FREZA 2-055-05-2231 KPL	1.0	1249.5799560546875	1249.5799560546875
TM-45-00-4144	TRZPIEŃ D10 L=38,2 3-010-02-1840	15.0	72.5	1087.550048828125
TM-45-00-4145	DŹWIGNIA L=180 3-005-08-7070	1.0	497.30999755859375	497.30999755859375
TM-45-00-4146	DŹWIGNIA L=180 3-005-08-7090	2.0	497.30999755859375	994.6199951171875
TM-45-00-3410	TRZPIEŃ KAPÓWKI HL04/05 3-021-02-6551 	2.0	972.3800048828125	1944.760009765625
TM-10-15-1070	PIERŚCIEŃ USZCZEL. 12,10X1 4-012-02-0016	2.0	3.7799999713897705	7.559999942779541
TM-45-00-0706	UCHWYT DO ŁOŻYSK. WAŁKA Q34 3-027-01-5690	2.0	440.9700012207031	881.9400024414062
TM-45-00-1071	ZBIORNIK KLEJOWY LEWY 3-004-02-5110	1.0	5000.0	5000.0
TM-45-00-2010	UCHWYT KPL QA/QE34/65 2-006-21-3830	2.0	1609.6700439453125	3219.340087890625
TM-45-00-3052	GARNEK KLEJOWY 2-006-22-6440 STR.RUCHOMA KUPER	1.0	12500.0	12500.0
TM-45-00-3676	OSŁONA 2-006-51-6521	1.0	270.1099853515625	270.1099853515625
TM-45-00-3677	OBUDOWA QA/QE34 3-013-07-4340	2.0	1284.5799560546875	2569.159912109375
TM-35-00-0071	Głowica przegubowa SFCP 12 M 12x1,25	2.0	217.3300018310547	434.6600036621094
TM-45-00-0279	Łoże prawe	2.0	1195.1700439453125	2390.340087890625
TM-45-00-1310	KRZYWKA PRAWA 3-015-11-7470	2.0	7603.669921875	15207.33984375
TM-45-00-3164	DEKIEL ŚRUBY 799529 ima	5.0	34.88999938964844	174.4499969482422
TM-45-00-3561	MOCOWANIE 3-040-11-1530	2.0	234.88999938964844	469.7799987792969
TM-05-00-2183	TULEJA 1515 DU 4-006-02-0055	2.0	5.179999828338623	10.359999656677246
TM-45-00-0458	Dźwignia	6.0	231.88999938964844	1391.3199462890625
TM-45-00-1460	ZACISK KPL 2-011-05-1882	5.0	704.1099853515625	3520.530029296875
TM-45-00-4241	TRZPIEŃ D15H11 L=34LI=29,9 3-010-02-6510	2.0	38.25	76.5
TM-55-00-0548	WKRĘT BEZ ŁBA M 4X6 4-001-11-0023	4.0	0.09000000357627869	0.36000001430511475
TM-45-00-1062	ROLKA Z TWORZYWA 3-037-18-3160	3.0	202.9600067138672	608.8800048828125
TM-45-00-4246	DŹWIGNIA SYNCHRON AA=141 3-005-08-5310	2.0	954.2899780273438	1908.5699462890625
TM-35-00-0594	KOŁO PASOWE 3-502-18-4300	1.0	343.9800109863281	343.9800109863281
TM-35-00-0970	KOŁO ŁAŃCUCHOWE Z=19 08B 3-007-11-4390	1.0	673.489990234375	673.489990234375
TM-35-00-1010	KOŁO ŁAŃCUCHOWE Z=19 08B 3-007-11-0360	1.0	631.3800048828125	631.3800048828125
TM-35-00-1013	KOŁO ŁAŃCUCHOWE Z=22 3-007-11-9190	1.0	870.77001953125	870.77001953125
TM-35-00-1014	KOŁO ŁAŃCUCHOWE 3-018-11-0400	1.0	1077.780029296875	1077.780029296875
TM-55-00-0455	PODKŁADKA ZĘBA. HTD34-8M30 3-004-19-8140	1.0	302.3999938964844	302.3999938964844
TE-35-00-0973	STEROWNIK ANSCHLAG H 30/40 2-011-05-1822 3-015-11-7460 GORENIE ELEMENT KAPÓWKI 	1.0	9067.1396484375	9067.1396484375
TM-45-00-1204	KRZYWKA LEWA 3-015-11-7460	2.0	6771.009765625	13542.01953125
TM-45-00-2683	NAKŁADKA TRANSPORTERA 4-060-18-0081	360.0	31.299999237060547	11267.25
TM-05-00-0423	PROWADNICA TKVD 25 GORENIE 	1.0	210.0	210.0
TM-45-00-1063	DŹWIGNIA HOMAG CNC 3-005-08-5180	4.0	378.1300048828125	1512.52001953125
TM-45-00-1205	KRZYWKA 3-015-11-6261	1.0	1019.72998046875	1019.72998046875
TM-45-00-4230	TRZPIEŃ D=15 L=24 L=10 3-021-02-9270	6.0	87.11000061035156	522.6400146484375
TM-45-00-4231	TRZPIEŃ D10/16 L=47 3-021-02-7910	1.0	192.86000061035156	192.86000061035156
TM-45-00-4232	PODKŁADKA 20X28X2,0 4-003-05-0159	8.0	1.1399999856948853	9.119999885559082
TM-55-00-0544	NAKRĘTKA ROWKOWA GUA M20 4-002-28-0018	4.0	19.59000015258789	78.36000061035156
TM-45-00-0272	Rolka kpl. lewa H=65 2-007-35-1440 gorenie	5.0	454.29998779296875	2271.5
TM-45-00-2180	PROWADNICA KULISTA 500/19 4-006-07-0002 L10	4.0	84.05999755859375	336.239990234375
TM-45-00-3169	PROWADNICA OBRZEŻA 3-037-06-5890 Gorenie	2.0	1793.5799560546875	3587.159912109375
TM-10-15-0399	SIŁOWNIK NOŻYC 3-001-04-2990	2.0	2406.280029296875	4812.56005859375
TM-45-00-2289	OBUDOWA NOŻYC 3-003-07-1181 HOMAG	1.0	1588.2099609375	1588.2099609375
TM-45-00-2576	SIŁOWNIK NOŻYC 3-001-04-2990	1.0	897.6699829101562	897.6699829101562
TM-45-00-3155	ELEMENT ZACISKOWY 3-009-11-2200 przemyski	1.0	328.82000732421875	328.82000732421875
TM-35-00-0110	Koło łańcuchowe 3-007-11-5680 homag l10 Z= 10; 06B-1	4.0	223.1300048828125	892.52001953125
TM-35-00-0996	WRZECIONO PRZESUWU 2-012-01-3670	1.0	4321.0400390625	4321.0400390625
TM-45-00-0203	WAŁEK PRZEGUBOWY D=25 L=295 	1.0	687.47998046875	687.47998046875
TM-45-00-1661	WAŁ PRZEGUBOWY L=147 D20/14 3-005-07-1560 l10	2.0	1530.2900390625	3060.580078125
TM-45-00-2051	WAŁ PRZEGUBOWY 195 fi25 2-214-11-0350 L10	1.0	450.3399963378906	450.3399963378906
TM-50-00-0220	WKŁAD FILTRA PSFP0186 3,3 m3/min, 16 bar	1.0	284.0	284.0
TM-50-00-0221	WKŁAD FILTRA PSFR0186 3,3 m3/min, 16 bar	1.0	284.0	284.0
TM-50-00-0222	WKŁAD FILTRA PSFA0186 3,3 m3/min, 16 bar	1.0	284.0	284.0
TM-25-00-0078	SSAWA RGH0344 ALT 1200X125X30 wemhoner	11.0	227.42999267578125	2501.699951171875
TM-45-00-2999	VARIOPINY PA 6,6 GF50 76334 IMA	7.0	74.56999969482422	521.989990234375
TM-35-00-0846	KOŁO PROWADZĄCE STÓŁ WEMHONER 50x10	8.0	50.0	400.0
TM-55-00-0408	PIN STALOWY SZARY 28X28H=12 77924	430.0	10.850000381469727	4665.5
TM-20-00-0157	TAŚMA 2 LRF 3705/001 LD 5420x1200	2.0	1745.2900390625	3490.580078125
TM-45-00-1987	SZCZOTKA 400X200X80X56 VENJAKOB	22.0	873.3200073242188	19213.0390625
TM-45-00-1941	URZĄDZENIE DOCISKOWE 2-044-70-9690 L10 L37 	1.0	4403.759765625	4403.759765625
TM-05-00-0181	Tuleja 17H8 3-512-02-0150	20.0	67.80000305175781	1356.0
TM-25-00-0035	WARGA SSAWKI FX55T30	50.0	86.1500015258789	4307.5
TM-25-00-0107	PRZYSSAWKA G.S50T50.B3.S1.G12M.19 BARGSTED	21.0	105.69999694824219	2219.699951171875
TM-25-00-0126	PRZYSSAWKA G.S50T50.B3.S1.G14M.20	15.0	134.17999267578125	2012.699951171875
TM-25-00-0139	PRZYSSAWKA D53 KPL 2-038-75-2921	7.0	515.8300170898438	3610.81005859375
TM-25-00-0113	PRZEDŁUŻKA PRZYSSAWKI L10 HOMAG	180.0	38.779998779296875	6980.39990234375
TM-35-00-0616	SUPPORT LEWY 0905A0713 leuco	1.0	3210.590087890625	3210.590087890625
TM-45-00-3267	SPRĘŻYNA DIN2098 3,80x12,2 Naciskowa 4-010-03-0169	50.0	4.849999904632568	242.5
TM-45-00-3268	DŹWIGNIA ROLKI B=70 2-212-05-0281	3.0	184.85000610351562	554.5499877929688
TM-35-00-0986	KOŁO ZWROTNE L37 2-216-27-3460	1.0	2405.43994140625	2405.43994140625
TM-35-00-0438	KOŁO ŁAŃCUCHOWE Z=16 2-015-07-2640	4.0	591.0499877929688	2364.199951171875
TM-35-00-0506	KOŁO ŁAŃCUCHOWE Z=18 2-015-07-2650	4.0	951.9099731445312	3807.639892578125
TM-40-00-0034	ŁAŃCUCH 08B-1 Z NAKŁADKAMI GUMOWYMI	5.0	335.54998779296875	1677.75
TM-45-00-1412	ROLKA WODZĄCA KPL 18/11 BREIT LB31 2-008-03-0601 L10	4.0	1021.8499755859375	4087.3798828125
TM-45-00-2896	PROWADNICA 3-037-06-6940	4.0	438.5299987792969	1754.1199951171875
TM-45-00-3559	OŚ KOPIAŁU 3-013-01-7480	1.0	335.4100036621094	335.4100036621094
TM-45-00-4195	TŁUMIK FREZA L37 2993FV 4-010-04-0113	2.0	666.4500122070312	1332.9000244140625
TM-45-00-1294	MOCOWANIE KAPÓWKI  3-015-11-8611 L10	1.0	4040.580078125	4040.580078125
TM-45-00-1441	MOCOWANIE KAPÓWKI 3-015-11-8601	1.0	4287.4501953125	4287.4501953125
TM-05-00-0686	ŁOŻYSKO GARNKA 3-011-12-3120 L10 GORENIE	2.0	823.1099853515625	1646.219970703125
TM-05-00-0687	TULEJA GARNKA 3-012-02-6670 L10 I GORENIE	6.0	80.19000244140625	481.1400146484375
TM-10-10-0350	SIŁOWNIK D=100 2-006-51-2210	1.0	6611.4599609375	6611.4599609375
TM-10-15-0200	USZCZELKA PŁASKA 3-002-04-2350 WYTAPIACZA L10	4.0	33.5	134.0
TM-35-00-0533	PRZEKŁADNIA NMRV 040-5 GR71 B5 Motovario	1.0	329.5899963378906	329.5899963378906
TM-45-00-3309	PŁYTA ZAWORY WYTAPIACZA 3-001-22-2752 L10	1.0	504.4100036621094	504.4100036621094
TM-05-00-0175	Tuleja 3-008-08-3260	2.0	53.599998474121094	107.19999694824219
TM-45-00-2558	DŹWIGNIA FK11/13 3-005-08-6031	1.0	1086.6600341796875	1086.6600341796875
TM-45-00-3629	KOŁEK SPR. 1481 3X20 55SI7 4-004-11-0004	1.0	0.12999999523162842	0.12999999523162842
TM-45-00-3643	TULEJA 3-008-08-2340	1.0	135.99000549316406	135.99000549316406
TM-45-00-3644	TULEJA 3-012-02-9080	1.0	57.709999084472656	57.709999084472656
TM-45-00-3651	TULEJA 3-012-02-8521	1.0	57.709999084472656	57.709999084472656
TM-45-00-3747	UCHWYT REGULACJI 3-043-16-5013	1.0	759.6900024414062	759.6900024414062
TM-45-00-3766	PIERŚCIEN DYSTANSOWY 3-005-04-2570	2.0	40.779998779296875	81.55999755859375
TM-45-00-3767	BOLEC 3-021-02-5860	3.0	165.5500030517578	496.6600036621094
TM-55-00-0484	NAKRĘTKA ROW. OKRĄ GUK M17 4-002-28-0010	1.0	21.299999237060547	21.299999237060547
TM-10-10-0577	ŚRUBA SIŁOWNIKA M10x1,25 - M6 L10	15.0	38.0	570.0
TM-10-15-0084	Pierścień uszczelniajcy B2 30x38x7 4-012-06-0021	4.0	35.54999923706055	142.17999267578125
TM-10-15-0545	TŁUMIENIE 3-008-04-0200	5.0	87.80999755859375	439.04998779296875
TM-10-15-0546	USZCELKA CYLINDRA NOŻYCZEK 4-012-01-0769 37x50x5,35 o 37,47x5,33 50x1,5x5,33	5.0	133.8300018310547	669.1300048828125
TM-10-15-0547	Uszczelnienie nożyczek kpl pł 30x1x3,5 u pł 38x1x3,5 o 32x3 4-012-01-0770	4.0	185.80999755859375	743.25
TM-10-15-1104	ZEST USZCZELEK NOŻYCZEK 4-012-01-0075	1.0	22.329999923706055	22.329999923706055
TM-10-15-1105	USZCZELKA NOŻYCZEK 3-004-19-3780	6.0	75.05999755859375	450.3599853515625
TM-10-15-1106	PIERŚCIEŃ NOŻYCZEK 47X2,5 4-012-02-0065	4.0	18.360000610351562	73.44000244140625
TM-10-15-1107	USZCZELKA NOŻYC 4-699-95-1274	3.0	97.87999725341797	293.6400146484375
TM-45-00-3918	NOŻYCE CYKLIN 2-012-01-3760	1.0	5720.259765625	5720.259765625
TM-10-15-0683	TŁOK L=116,5	2.0	769.8099975585938	1539.6199951171875
TM-45-00-0282	Nóż 3-002-13-1230 L10 L37	2.0	238.50999450683594	477.0199890136719
TM-45-00-1275	NÓŻ 3-002-13-3530 L10	4.0	771.0399780273438	3084.159912109375
TM-45-00-1276	NÓŻ 3-002-13-3520	2.0	708.3900146484375	1416.780029296875
TM-45-00-1797	ROLKA 3-048-18-0580	2.0	562.7000122070312	1125.4000244140625
TM-45-00-1944	PROWADNICA OBRZEŻA LEWA 2-007-03-4150 L10	1.0	1142.06005859375	1142.06005859375
TM-45-00-1945	PROWADNICA OBRZEŻA PRAWA 2-007-04-4150 l10	1.0	2164.06005859375	2164.06005859375
TM-45-00-2256	BOLEC 3-021-02-0510	9.0	167.63999938964844	1508.760009765625
TM-45-00-3065	PROWADNICA OBRZEŻA 2-007-03-3940 L10	1.0	2053.6201171875	2053.6201171875
TM-45-00-3066	PROWADNICA OBRZEŻA 2-007-04-3940 l10	1.0	2053.6201171875	2053.6201171875
TM-45-00-4126	SZYNA NOŻA 3-039-19-3960	2.0	401.0199890136719	802.0399780273438
TM-45-00-4127	SZYNA NOŻA 3-039-19-3950	2.0	401.0199890136719	802.0399780273438
